PLAYER NAME,AVG_APPROACH_BIRDIE_OR_BETTER,AVG_APPROACH_BOGEY_OR_WORSE,AVG_APPROACH_PAR,AVG_APPROACH_SHOT_DISTANCE,FAIRWAY_APPROACH_RTP,GIR_PCT_FAIRWAY_BUNKER,GIR_PCT_FAIRWAY,GIR_PCT_OTHER,GIR_PCT_OVERALL,GIR_PCT_100-125,GIR_PCT_OVER_100,GIR_PCT_125-150,GIR_PCT_150-175,GIR_PCT_175-200,GIR_PCT_OVER_200,GIR_PCT_75-100,GIR_PCT_UNDER_100,GIR_PCT_UNDER_125,GIR_PCT_UNDER_75,GREEN_PCT_SAND_SAVES,GREEN_PCT_SCRAMBLE,GREEN_PCT_SCRAMBLE_FRINGE,GREEN_PCT_SCRAMBLE_ROUGH,GREEN_PCT_SCRAMBLE_SAND,FINISHES_FEDEXCUP_BONUS,FINISHES_OFFICIAL_MONEY,FINISHES_TOP10,FINISHES_OFFICIAL_UNOFFICIAL_MONEY,TEE_AVG_APEX,TEE_AVG_BALL_SPEED,TEE_BALL_STRIKING,TEE_AVG_CARRY,TEE_LONGEST_CARRY_DISTANCE,TEE_AVG_CARRY_EFF,TEE_AVG_CLUB_HEAD_SPEED,TEE_AVG_DISTANCE_FROM_CENTER_FR,TEE_DRIVING_ACCURACY_PCT,TEE_AVG_DRIVING_DISTANCE,TEE_AVG_FAIRWAY_BUNKER_TENDENCY_PCT,TEE_AVG_FIR_PCT,TEE_AVG_LAUNCH_ANGLE,TEE_AVG_LEFT_ROUGH_TENDENCY_PCT,TEE_LONGEST_DRIVES,TEE_AVG_RIGHT_ROUGH_TENDENCY_PCT,TEE_AVG_SMASH_FACTOR,TEE_AVG_SPIN_RATE,PUTTING_AVG_ONE_PUTTS,PUTTING_AVG_TWO_PUTTS,PUTTING_AVG_THREE_PUTTS,PUTTING_APPROACH_PERFORMANCE,PUTTING_AVG_DIST_BIRDIE,PUTTING_AVG_DIST_EAGLE,PUTTING_AVG_DIST_MADE,PUTTING_PCT_BIRDIE_OR_BETTER,PUTTING_AVG_OVERALL,PUTTING_AVG_PUTTS,SCORING_AVG_BIRDIES,SCORING_PCT_BIRDIE_OR_BETTER,SCORING_BIRDIE_BOGEY_RATIO,SCORING_BOGEY_AVERAGE,SCORING_EAGLES_PER_HOLE,SCORING_PAR3_AVERAGE,SCORING_PAR4_AVERAGE,SCORING_PAR5_AVERAGE,SCORING_ROUNDS_IN_60S,SCORING_AVG_OVERALL,SCORING_TOTAL_BIRDIES,SCORING_TOTAL_EAGLES,STREAKS_CUTS_MADE,STREAKS_FIRS_MADE,STREAKS_GIRS_MADE,STREAKS_HOLES_UNDER_PAR
Russell Henley,169.9,173.7,165.1,167.1,-0.122,60.5,80.66,56.44,71.69,85.59,69.92,79.67,69.2,71.5,45.45,88.89,85.8,85.71,84.26,55.7,65.42,91.67,63.48,62.07,155000.0,"$1,195,378",4.0,"$1,195,378","93' 9""",165.44,87.0,271.4,307.1,2.47,109.87,"22' 8""",65.65,290.1,5.3,65.43,10.12,12.22,359.0,13.7,1.506,2576.4,6.6,10.7,0.02,"2' 3""","10' 0""","1' 8""","71' 7""",26.95,1.631,29.35,3.6,20.46,1.71,1.79,5.0,3.0,3.98,4.66,34.0,70.157,227.0,5.0,5.0,0.0,0.0,3.0
Rhein Gibson,170.0,160.0,157.3,160.4,-0.099,60.0,76.58,52.98,65.22,75.0,64.23,73.28,63.97,56.52,47.3,90.91,90.22,82.78,89.83,56.25,58.15,83.33,56.83,55.36,,"$182,113",,"$182,113","104' 2""",173.64,324.0,281.9,311.0,2.42,116.5,"25' 6""",51.93,297.8,8.7,53.15,9.9,14.97,364.0,18.87,1.4909999999999999,2877.9,7.12,10.08,,"2' 3""","11' 6""","3' 10""","75' 10""",30.89,1.6059999999999999,28.9,3.8,21.56,1.26,2.58,4.0,3.0,4.08,4.72,17.0,72.087,190.0,4.0,,1.0,1.0,4.0
Adam Long,170.1,165.9,162.1,164.4,-0.113,42.6,79.32,52.6,67.74,69.44,63.9,77.48,65.56,58.85,44.79,82.05,85.19,79.33,86.67,45.21,60.67,97.67,59.48,43.33,200000.0,"$2,186,913",3.0,"$2,186,913","120' 5""",166.02,197.0,279.6,316.9,2.53,110.52,"24' 10""",62.47,292.0,6.2,60.44,13.9,13.32,370.0,15.84,1.5019999999999998,2478.2,7.22,10.07,0.02,"2' 5""","9' 8""","23' 4""","76' 3""",30.87,1.6019999999999999,28.84,3.78,21.78,1.44,2.48,12.0,3.06,3.99,4.62,39.0,70.41,333.0,12.0,5.0,2.0,1.0,5.0
Joel Dahmen,170.3,161.6,162.0,163.7,-0.095,40.0,74.12,47.44,63.85,75.54,60.29,69.73,55.92,56.63,45.83,72.46,82.71,79.89,87.59,50.71,60.51,90.38,59.75,50.54,177000.0,"$2,120,973",5.0,"$2,120,973","95' 7""",167.57,216.0,274.7,328.9,2.458,111.79,"22' 10""",64.58,295.4,4.6,64.81,10.69,12.98,376.0,14.92,1.504,2612.2,7.44,9.82,,"2' 1""","9' 5""","22' 1""","72' 0""",30.91,1.577,28.38,3.68,21.17,1.31,2.63,10.0,3.01,3.98,4.8,37.0,70.415,291.0,10.0,,1.0,1.0,5.0
Beau Hossler,170.6,157.8,161.2,162.4,-0.09,60.7,76.24,55.09,65.17,73.95,59.77,64.53,58.38,53.21,46.02,81.48,84.36,80.2,85.6,51.82,57.62,92.68,56.58,52.44,101000.0,"$658,088",1.0,"$658,088","113' 5""",172.23,259.0,290.3,327.8,2.526,114.93,"25' 0""",53.9,306.6,8.2,54.49,11.5,14.43,370.0,17.53,1.4980000000000002,2285.7,7.19,10.4,0.03,"2' 4""","10' 7""","10' 0""","78' 3""",30.01,1.597,28.75,3.57,20.32,1.27,2.54,6.0,3.04,4.05,4.66,21.0,71.387,239.0,6.0,,2.0,4.0,4.0
Doc Redman,170.7,164.1,162.0,164.3,-0.126,59.3,79.57,55.49,70.8,78.75,67.89,71.37,74.05,63.68,47.17,87.14,91.04,85.75,92.96,55.0,57.54,92.11,54.61,56.32,110000.0,"$1,129,549",1.0,"$1,129,549","101' 10""",170.08,21.0,280.5,325.1,2.445,114.74,"23' 7""",68.27,297.4,5.5,68.16,9.4,11.73,359.0,11.84,1.483,2611.2,6.78,10.6,0.02,"2' 2""","9' 9""","16' 0""","75' 10""",30.58,1.633,29.39,3.94,22.36,1.56,2.34,7.0,3.05,3.97,4.66,38.0,70.477,323.0,7.0,,0.0,0.0,5.0
James Hahn,170.8,170.3,162.6,165.5,-0.09699999999999999,67.9,77.02,59.79,69.44,82.98,66.14,67.47,75.25,57.73,47.17,69.23,89.11,87.16,96.0,40.32,55.05,95.24,56.36,40.91,,"$327,110",,"$327,110","125' 3""",166.58,161.0,281.9,322.5,2.524,111.69,"25' 4""",61.43,293.7,7.4,64.89,13.91,10.11,356.0,14.36,1.493,2483.8,6.31,11.11,,"2' 1""","9' 6""","15' 6""","70' 1""",28.73,1.645,29.61,3.67,20.83,1.34,2.61,3.0,3.13,4.02,4.53,15.0,71.285,132.0,3.0,,0.0,1.0,4.0
Brendon Todd,170.8,166.2,164.7,166.2,-0.10099999999999999,44.2,75.06,49.13,65.5,79.43,60.46,68.4,67.13,49.37,43.86,80.72,83.64,81.99,85.4,61.6,66.1,89.8,65.66,63.46,497500.0,"$3,390,258",4.0,"$3,538,008","91' 6""",158.96,229.0,260.6,302.5,2.4290000000000003,107.29,"27' 1""",71.36,282.7,4.1,71.84,11.59,11.04,359.0,11.61,1.482,2330.6,7.87,9.42,,"2' 4""","11' 4""","31' 2""","81' 10""",31.59,1.5590000000000002,28.07,3.91,22.03,1.57,2.35,5.0,2.98,3.98,4.66,41.0,70.15100000000001,336.0,5.0,3.0,1.0,1.0,7.0
Josh Teater,170.9,160.2,154.2,158.8,-0.075,60.0,79.54,56.04,71.54,83.93,65.87,72.0,63.3,60.81,52.46,88.0,89.22,87.34,90.38,35.29,53.33,87.5,47.62,33.33,70000.0,"$453,508",1.0,"$453,508","112' 0""",168.05,41.0,280.8,322.7,2.513,111.78,"23' 1""",68.24,294.0,4.0,67.2,11.34,12.27,365.0,12.8,1.508,2634.2,6.71,10.39,0.02,"2' 5""","9' 10""","15' 6""","72' 3""",31.05,1.65,29.71,3.93,22.9,1.41,2.54,8.0,3.09,4.01,4.57,16.0,71.335,161.0,8.0,,0.0,4.0,2.0
Pat Perez,171.2,161.1,164.3,165.3,-0.092,55.2,80.0,59.3,70.51,86.9,68.81,80.0,67.44,64.18,47.78,70.59,84.43,85.44,89.77,57.83,59.25,88.24,61.7,58.49,105000.0,"$1,010,905",2.0,"$1,010,905","118' 5""",169.15,139.0,281.8,776.5,2.423,116.3,"25' 6""",62.75,290.3,5.2,62.88,11.76,14.23,345.0,14.59,1.453,2841.1,6.8,10.55,,"2' 2""","10' 11""","17' 9""","76' 0""",28.84,1.6369999999999998,29.47,3.62,20.91,1.5,2.24,8.0,3.01,4.01,4.64,26.0,70.85300000000001,199.0,8.0,,1.0,1.0,5.0
Kevin Kisner,171.3,166.5,164.4,166.1,-0.12300000000000001,59.5,73.87,52.68,65.37,76.61,62.32,72.94,64.57,55.88,42.28,78.72,80.72,78.97,81.51,50.89,63.96,90.48,63.27,50.65,466000.0,"$2,266,752",4.0,"$2,495,502","94' 5""",165.94,233.0,273.4,327.4,2.4419999999999997,111.96,"25' 10""",65.23,289.2,5.3,65.36,10.11,16.5,376.0,10.91,1.485,2677.1,7.63,9.75,0.01,"2' 3""","10' 10""","30' 9""","80' 0""",31.27,1.575,28.34,3.79,21.39,1.49,2.37,4.0,3.03,3.98,4.67,37.0,70.36,277.0,4.0,6.0,0.0,0.0,4.0
Chris Stroud,171.3,162.5,163.0,164.6,-0.087,47.1,74.87,51.34,64.61,78.48,59.77,74.51,53.15,56.67,38.46,76.32,86.78,83.5,91.57,53.33,58.7,96.3,54.95,55.36,,"$249,013",,"$249,013","99' 9""",164.67,349.0,271.5,305.7,2.477,109.61,"24' 1""",59.41,287.0,6.8,60.04,10.89,10.14,351.0,18.49,1.5019999999999998,2669.7,7.63,9.7,0.02,"2' 3""","10' 5""","18' 11""","74' 2""",31.96,1.5819999999999999,28.48,3.83,21.5,1.27,2.76,2.0,2.96,4.04,4.75,12.0,71.733,176.0,2.0,,0.0,0.0,5.0
Ryan Moore,171.4,164.6,167.9,168.2,-0.129,55.6,77.62,54.17,68.56,82.09,65.94,76.67,67.94,54.7,47.14,72.22,86.87,84.94,90.12,47.95,59.04,89.47,65.08,45.0,101000.0,"$957,540",2.0,"$957,540","78' 8""",162.35,114.0,259.6,290.0,2.383,108.93,"21' 9""",68.63,289.9,7.6,65.97,9.22,13.03,367.0,10.92,1.4909999999999999,2398.6,7.27,10.09,,"2' 1""","9' 1""","14' 10""","70' 8""",30.44,1.601,28.82,3.89,21.84,1.47,2.45,2.0,3.05,3.97,4.74,20.0,70.707,171.0,2.0,,0.0,0.0,4.0
Henrik Norlander,171.5,165.1,165.0,166.4,-0.067,70.0,81.25,53.97,70.65,75.73,67.52,79.79,72.29,55.62,50.4,86.54,87.01,82.86,87.2,43.97,56.78,90.0,57.32,47.56,110000.0,"$1,175,431",3.0,"$1,175,431","90' 9""",167.94,54.0,275.1,303.4,2.435,112.99,"23' 10""",69.57,292.1,5.1,69.01,8.86,12.37,362.0,11.48,1.4869999999999999,2446.9,6.77,10.57,,"2' 2""","9' 9""","13' 0""","72' 2""",30.35,1.636,29.45,3.84,21.92,1.45,2.5,8.0,3.09,3.98,4.61,36.0,70.798,284.0,8.0,,0.0,0.0,4.0
Nate Lashley,171.6,164.8,162.2,164.5,-0.081,47.1,76.38,47.29,64.85,75.0,60.58,67.16,63.91,50.34,49.11,88.68,87.92,82.99,87.5,46.99,57.75,97.37,52.87,44.07,105000.0,"$1,035,222",2.0,"$1,035,222","96' 2""",164.36,317.0,271.4,302.7,2.478,109.53,"27' 11""",62.05,287.0,5.4,61.23,11.54,16.14,384.0,13.45,1.505,2264.9,7.08,10.19,,"2' 4""","10' 2""","13' 9""","73' 2""",28.36,1.609,28.96,3.38,19.55,1.14,2.92,7.0,3.1,4.04,4.6,20.0,71.384,176.0,7.0,,1.0,3.0,5.0
Scottie Scheffler,171.6,166.2,160.4,164.0,-0.134,53.4,80.09,54.83,69.04,72.73,64.85,75.34,65.81,59.44,47.62,82.22,84.04,79.87,84.9,48.99,60.61,90.7,57.49,47.86,2500000.0,"$2,833,438",7.0,"$2,833,438","107' 10""",173.63,50.0,285.8,335.0,2.452,116.54,"23' 3""",61.24,308.9,7.5,60.99,10.96,14.89,407.0,14.48,1.49,2624.7,7.33,9.88,0.01,"2' 3""","10' 1""","13' 2""","77' 5""",34.28,1.595,28.71,4.35,24.93,1.71,2.37,11.0,3.04,3.95,4.55,43.0,69.709,357.0,11.0,6.0,0.0,3.0,6.0
Anirban Lahiri,171.7,160.4,157.8,161.3,-0.054000000000000006,36.8,77.78,53.65,68.1,70.37,61.66,68.33,62.64,44.07,63.27,81.25,84.54,79.47,86.15,51.67,57.71,94.44,50.7,57.5,,"$58,388",,"$58,388","94' 8""",167.76,199.0,275.1,307.4,2.472,111.26,"24' 5""",60.74,294.4,5.9,59.81,10.81,14.95,388.0,15.58,1.5090000000000001,2174.4,6.86,10.0,0.06,"2' 4""","9' 10""",,"70' 9""",32.32,1.619,29.14,4.2,23.65,1.38,2.54,2.0,3.12,4.03,4.58,9.0,71.601,147.0,2.0,,3.0,1.0,4.0
Brian Harman,172.1,160.5,162.2,164.2,-0.145,48.2,76.85,49.13,65.67,71.43,61.83,72.73,58.08,58.59,47.24,79.1,85.84,79.17,88.82,60.98,64.94,94.74,59.33,65.56,179000.0,"$1,482,583",1.0,"$1,567,583","98' 2""",163.95,222.0,271.8,319.2,2.475,109.81,"23' 6""",63.28,293.0,5.6,63.71,11.89,13.21,361.0,13.61,1.494,2424.9,7.73,9.65,,"2' 2""","8' 9""","11' 11""","70' 7""",32.75,1.558,28.04,3.97,22.65,1.66,2.15,8.0,3.03,3.97,4.59,42.0,70.041,310.0,8.0,5.0,0.0,0.0,5.0
Joaquin Niemann,172.2,159.8,159.0,162.0,-0.113,39.6,81.53,56.8,69.3,84.05,66.74,73.91,66.8,57.42,47.3,74.63,80.52,81.98,82.93,51.35,57.86,84.62,51.18,54.29,420000.0,"$2,914,136",4.0,"$2,914,136","86' 0""",176.78,154.0,279.9,334.8,2.367,118.27,"23' 7""",56.48,301.7,5.3,57.79,8.24,16.23,406.0,16.78,1.495,2356.3,6.93,10.26,,"2' 3""","8' 10""","29' 11""","70' 6""",31.15,1.635,29.43,3.92,22.22,1.41,2.58,6.0,3.06,3.98,4.64,35.0,70.36399999999999,298.0,6.0,2.0,0.0,2.0,5.0
Ryan Armour,172.3,166.5,164.9,166.7,-0.098,30.4,75.63,44.81,67.91,83.33,63.74,74.45,64.44,51.43,49.17,87.5,89.23,86.73,90.24,39.02,56.42,83.33,54.55,38.71,101000.0,"$850,571",3.0,"$850,571","79' 3""",159.93,154.0,256.6,288.9,2.418,106.1,"25' 3""",73.86,284.1,3.7,73.77,9.82,10.17,379.0,10.17,1.511,2463.6,6.72,10.41,0.02,"1' 11""","10' 1""","12' 10""","69' 9""",30.83,1.626,29.28,3.91,22.22,1.33,2.84,5.0,2.97,4.03,4.65,23.0,71.092,227.0,5.0,,0.0,1.0,5.0
Ian Poulter,172.6,167.1,165.3,167.2,-0.11699999999999999,53.8,73.12,50.37,62.62,85.9,58.53,61.34,64.38,50.0,37.62,86.96,87.91,86.98,88.24,54.0,62.23,86.67,59.55,55.56,105000.0,"$1,034,334",1.0,"$1,148,834","84' 5""",165.36,370.0,261.8,294.4,2.383,109.87,"22' 11""",59.58,286.8,7.4,58.63,9.4,12.9,343.0,16.51,1.506,2488.0,8.17,9.23,,"2' 5""","10' 7""","9' 0""","82' 11""",33.4,1.5490000000000002,27.88,3.71,21.53,1.35,2.65,8.0,3.02,4.02,4.59,24.0,70.14,178.0,8.0,3.0,11.0,4.0,3.0
Tyler McCumber,172.6,158.1,157.2,160.4,-0.068,68.0,75.62,57.23,66.25,76.67,63.56,69.42,67.41,47.62,49.33,76.36,81.33,79.69,83.78,39.24,55.59,92.59,53.21,38.78,,"$284,230",,"$284,230","113' 2""",180.59,195.0,298.8,339.6,2.465,121.2,"25' 0""",54.25,310.2,4.8,54.6,9.88,16.09,386.0,20.69,1.493,2471.2,6.55,10.42,,"2' 5""","9' 0""","15' 4""","69' 1""",29.91,1.64,29.53,3.79,21.49,1.2,2.83,4.0,3.07,4.05,4.65,19.0,71.63600000000001,201.0,4.0,,0.0,0.0,4.0
Patrick Rodgers,172.7,156.9,160.7,162.7,-0.111,52.9,79.53,54.09,66.97,75.16,62.77,64.38,63.18,59.9,49.3,70.21,81.96,79.71,86.7,49.15,58.23,97.87,57.34,47.44,105000.0,"$1,015,849",1.0,"$1,015,849","100' 3""",177.97,199.0,290.0,327.3,2.4219999999999997,119.75,"24' 10""",52.95,308.5,6.6,53.72,9.04,18.07,370.0,17.68,1.486,2539.4,7.04,10.45,0.02,"2' 4""","10' 0""","4' 3""","76' 8""",30.99,1.607,28.92,3.77,21.37,1.43,2.38,7.0,3.05,4.01,4.61,36.0,70.869,343.0,7.0,5.0,0.0,3.0,4.0
Rob Oppenheim,172.7,165.1,159.9,163.2,-0.061,40.5,76.16,49.05,65.21,66.29,60.95,72.73,61.31,61.81,42.52,77.78,83.46,76.58,86.36,52.69,62.04,91.89,61.7,60.27,70000.0,"$454,470",1.0,"$454,470","78' 2""",163.86,302.0,260.4,295.0,2.359,110.42,"25' 0""",62.95,284.2,5.9,62.94,8.91,13.58,366.0,15.97,1.485,2490.8,6.8,10.03,0.03,"2' 5""","10' 6""","46' 2""","71' 8""",27.14,1.604,28.87,3.44,19.95,1.22,2.61,9.0,3.06,4.04,4.65,25.0,71.3,210.0,9.0,2.0,0.0,0.0,4.0
Nelson Ledesma,172.8,156.6,159.6,161.5,-0.036000000000000004,53.8,75.79,52.19,62.64,70.91,59.63,58.46,61.54,58.0,49.18,83.33,80.0,76.67,78.46,48.15,56.88,87.5,63.83,47.69,,"$45,520",,"$45,520","117' 3""",169.83,366.0,283.6,308.2,2.504,113.29,"23' 3""",50.98,298.2,7.9,51.21,11.33,16.67,348.0,20.0,1.499,2826.8,7.3,10.08,,"2' 4""","8' 8""","29' 3""","71' 5""",30.67,1.5919999999999999,28.65,3.6,20.42,1.11,2.75,3.0,3.14,4.08,4.67,10.0,72.579,144.0,3.0,,1.0,2.0,3.0
Bill Haas,172.9,165.1,159.9,163.4,-0.06,45.7,78.51,56.3,69.44,82.28,67.78,72.17,60.33,69.07,55.07,85.11,87.7,85.57,89.33,50.79,59.09,88.24,54.55,51.11,,"$130,293",,"$130,293","111' 9""",168.98,152.0,281.7,316.8,2.475,113.79,"23' 2""",61.3,294.3,7.4,59.49,11.48,10.34,350.0,16.03,1.486,2584.5,6.5,10.48,0.05,"2' 3""","9' 10""",,"65' 11""",27.64,1.6640000000000001,29.95,3.64,20.33,1.26,2.57,1.0,3.04,4.06,4.63,15.0,72.06,160.0,1.0,,5.0,4.0,3.0
Harry Higgs,173.0,159.5,158.9,161.8,-0.073,54.5,76.59,53.53,66.06,73.46,62.45,67.52,61.0,58.6,48.09,78.57,82.61,79.04,84.62,48.65,60.55,90.48,60.75,48.54,156000.0,"$1,251,570",2.0,"$1,251,570","103' 4""",171.51,148.0,285.7,333.0,2.45,116.6,"23' 0""",62.19,301.0,8.0,62.19,9.77,10.63,371.0,15.31,1.4709999999999999,2471.1,7.33,10.05,0.01,"2' 2""","10' 0""","33' 3""","74' 0""",29.92,1.59,28.63,3.66,20.82,1.38,2.35,7.0,3.12,3.98,4.72,36.0,70.852,304.0,7.0,2.0,2.0,0.0,4.0
Ryan Brehm,173.3,159.3,148.7,155.8,-0.059000000000000004,56.8,80.65,57.82,68.78,71.43,64.16,66.67,69.7,56.72,50.77,76.19,82.53,78.8,84.68,49.32,55.87,84.21,51.82,49.12,,"$162,079",,"$162,079","109' 3""",183.26,142.0,304.6,336.3,2.45,124.31,"24' 8""",48.78,315.3,8.4,48.64,8.95,21.04,409.0,16.06,1.475,2535.6,6.2,10.88,,"2' 3""","8' 4""","16' 3""","68' 0""",29.87,1.673,30.12,3.74,21.44,1.29,2.62,6.0,3.01,4.08,4.6,19.0,71.798,187.0,6.0,,4.0,3.0,5.0
Matt Every,173.4,159.8,160.9,163.4,-0.034,57.6,77.26,51.14,65.06,60.44,60.75,75.47,57.42,60.17,50.54,74.14,81.88,74.1,86.27,39.47,48.76,83.33,50.0,38.18,,"$202,546",,"$202,546","102' 11""",167.72,333.0,281.9,737.4,2.521,111.79,"24' 5""",58.03,292.3,5.8,58.73,11.01,14.64,351.0,14.99,1.5019999999999998,2503.8,6.73,10.16,,"2' 5""","9' 2""","15' 0""","72' 3""",32.76,1.651,29.71,3.96,22.35,1.05,3.18,3.0,3.19,4.07,4.74,13.0,72.589,178.0,3.0,,1.0,2.0,5.0
Andrew Putnam,173.5,169.0,167.7,168.9,-0.052000000000000005,66.7,74.52,50.55,63.77,77.27,58.58,75.0,62.5,53.85,34.09,80.65,81.61,80.15,82.14,51.9,60.33,90.48,56.79,48.94,70000.0,"$459,640",1.0,"$557,140","86' 7""",163.38,367.0,261.5,287.0,2.313,113.09,"28' 8""",57.03,277.9,4.7,55.76,8.7,14.9,333.0,20.99,1.4469999999999998,2701.7,7.37,10.13,,"2' 4""","10' 11""","39' 3""","80' 3""",28.03,1.6,28.8,3.2,18.12,1.09,2.63,3.0,3.03,4.06,4.78,14.0,71.87100000000001,147.0,3.0,,1.0,1.0,4.0
Maverick McNealy,173.5,150.8,158.6,160.8,-0.105,58.2,77.54,54.28,65.86,75.2,62.47,66.67,63.98,54.09,51.94,71.43,79.3,77.84,82.8,61.36,62.53,88.1,56.65,62.63,140000.0,"$1,293,984",3.0,"$1,293,984","83' 9""",172.49,269.0,274.5,333.4,2.3819999999999997,115.23,"23' 9""",58.23,296.6,8.3,56.02,8.61,13.42,363.0,19.13,1.5,2363.2,7.71,9.53,0.03,"2' 3""","11' 2""","16' 9""","82' 2""",33.11,1.574,28.33,4.05,22.95,1.53,2.37,6.0,3.03,4.0,4.61,33.0,70.79,308.0,6.0,2.0,0.0,0.0,5.0
Tom Hoge,173.7,159.7,163.1,164.9,-0.086,50.8,75.28,53.19,65.62,75.16,61.86,69.95,60.98,56.73,48.19,81.82,86.93,81.74,89.47,43.33,60.48,94.59,59.46,47.06,161000.0,"$1,857,073",3.0,"$1,857,073","98' 9""",167.51,298.0,274.3,307.6,2.45,111.97,"22' 9""",60.58,290.4,6.4,60.15,10.94,11.51,360.0,19.11,1.496,2503.1,7.3,9.91,0.01,"2' 4""","9' 5""","13' 7""","71' 4""",30.58,1.599,28.78,3.77,21.17,1.31,2.66,3.0,3.06,3.99,4.72,27.0,70.605,279.0,3.0,,0.0,0.0,4.0
Harold Varner III,173.7,170.5,161.5,165.4,-0.152,49.0,81.45,52.66,70.57,82.93,66.54,74.11,67.16,55.95,51.97,79.03,86.76,85.32,90.14,43.97,58.93,87.88,60.0,49.21,110000.0,"$1,060,152",1.0,"$1,207,902","105' 9""",169.98,30.0,282.8,321.8,2.503,113.01,"24' 11""",61.69,301.9,6.4,62.67,12.28,13.37,377.0,14.12,1.508,2070.9,6.74,10.57,,"2' 1""","8' 3""","14' 4""","65' 9""",30.64,1.6280000000000001,29.3,4.01,22.6,1.59,2.24,4.0,3.03,3.99,4.6,35.0,70.297,297.0,4.0,,1.0,1.0,4.0
Chez Reavie,173.9,165.4,162.5,165.1,-0.087,62.8,74.3,53.99,67.24,78.72,63.63,71.08,69.23,53.77,43.85,87.27,87.65,83.6,87.83,56.67,61.01,92.5,55.88,57.53,105000.0,"$1,123,769",2.0,"$1,320,269","94' 8""",160.99,172.0,267.7,665.4,2.4819999999999998,107.83,"25' 1""",69.73,284.4,5.4,69.84,12.19,11.64,367.0,10.89,1.495,2193.2,6.69,10.53,,"2' 1""","8' 8""","5' 4""","64' 3""",26.46,1.609,28.96,3.4,19.41,1.33,2.36,7.0,3.07,4.0,4.7,29.0,71.043,262.0,7.0,,3.0,0.0,3.0
Rory Sabbatini,173.9,163.9,162.5,165.1,-0.09300000000000001,47.6,79.25,49.86,65.24,70.24,57.83,73.03,59.18,50.55,37.72,77.78,85.63,80.33,89.62,59.83,60.29,93.94,54.24,61.54,101000.0,"$629,885",,"$1,064,885","97' 3""",164.23,323.0,270.1,328.1,2.4619999999999997,109.75,"24' 1""",60.76,283.9,6.1,61.99,11.04,11.42,378.0,16.18,1.4969999999999999,2531.9,7.21,9.88,0.02,"2' 3""","8' 7""","6' 4""","68' 9""",29.59,1.598,28.76,3.67,20.96,1.26,2.68,7.0,3.07,4.03,4.59,25.0,70.779,242.0,7.0,,0.0,1.0,3.0
Kristoffer Ventura,174.0,164.6,159.1,163.8,-0.107,41.2,76.84,58.47,67.17,70.49,63.97,72.63,69.23,51.56,47.46,81.48,83.78,79.07,84.52,38.18,55.38,92.59,59.09,42.55,,"$278,309",,"$278,309","105' 6""",179.64,115.0,294.9,323.8,2.439,120.89,"24' 7""",59.67,305.7,4.4,59.69,9.41,14.99,382.0,17.57,1.484,2738.5,7.0,10.32,0.02,"2' 5""","10' 7""","5' 4""","87' 9""",34.4,1.624,29.23,4.23,23.86,1.45,2.55,3.0,3.12,3.99,4.63,18.0,71.567,186.0,3.0,2.0,0.0,1.0,4.0
Brice Garnett,174.1,158.2,162.5,164.2,-0.105,32.0,78.74,57.09,69.92,68.69,67.5,79.87,66.13,65.54,49.41,78.38,90.7,81.14,95.65,48.31,62.1,88.24,58.93,47.83,101000.0,"$626,179",,"$626,179","99' 3""",166.3,121.0,272.9,297.9,2.472,110.4,"23' 3""",64.36,290.6,4.0,63.06,11.58,13.69,370.0,14.81,1.507,2488.6,6.79,10.67,,"2' 2""","10' 5""","20' 11""","73' 6""",28.12,1.615,29.07,3.64,20.69,1.6,2.14,5.0,3.01,3.99,4.62,25.0,70.563,211.0,5.0,,6.0,3.0,4.0
Robert Streb,174.2,165.7,157.4,161.9,-0.059000000000000004,55.6,80.05,54.95,67.33,75.61,62.25,65.38,62.16,58.54,47.3,75.56,82.46,79.59,86.96,35.37,52.72,84.62,61.68,35.94,70000.0,"$415,258",1.0,"$415,258","92' 5""",170.45,261.0,275.4,317.1,2.437,113.02,"25' 1""",58.08,293.7,6.1,60.0,8.57,22.5,357.0,8.86,1.5090000000000001,2852.8,6.54,10.78,,"2' 1""","9' 4""",,"62' 9""",28.48,1.6440000000000001,29.6,3.5,19.89,1.18,2.66,4.0,3.07,4.07,4.63,17.0,71.836,175.0,4.0,,0.0,1.0,4.0
Brandt Snedeker,174.2,167.6,166.0,167.9,-0.102,59.0,77.56,53.19,65.93,73.08,61.18,67.09,67.57,57.32,38.14,86.96,90.06,83.4,91.3,55.56,63.08,90.32,57.0,60.87,101000.0,"$896,750",1.0,"$896,750","99' 6""",162.29,283.0,271.0,316.7,2.491,108.79,"21' 9""",61.94,288.5,5.6,61.69,11.54,14.78,356.0,14.63,1.49,2421.8,7.25,10.13,0.02,"2' 2""","10' 6""","1' 6""","75' 11""",29.73,1.5830000000000002,28.49,3.79,21.17,1.5,2.3,1.0,3.09,3.96,4.67,24.0,70.73100000000001,201.0,1.0,,0.0,1.0,4.0
