Player,Year,Rounds,Avg_Drive_Distance,GIR_Percentage,SG_Total,Scoring_Avg,Money,Wins,Tournaments_Won
VIJAY SINGH,2014.0,83.0,289.7,65.39,-0.025,70.933,989028.0,0,
WEBB SIMPSON,2014.0,87.0,288.5,65.28,0.88,70.234,3539601.0,1,Shriners Hospitals for Children Open
WES ROACH,2014.0,67.0,293.0,64.2,-0.554,71.206,453616.0,0,
WILL MACKENZIE,2014.0,82.0,290.6,65.58,0.224,70.685,1853822.0,0,
WILLIAM MCGIRT,2014.0,96.0,278.5,64.41,0.079,70.712,1275738.0,0,
WILLY WILCOX,2014.0,51.0,297.3,66.89,0.349,70.819,586159.0,0,
WOODY AUSTIN,2014.0,63.0,278.5,60.83,-0.833,71.743,292824.0,0,
Y.E. YANG,2014.0,79.0,281.9,61.68,-0.536,71.712,254525.0,0,
ZACH JOHNSON,2014.0,97.0,282.2,67.42,0.857,70.159,3353417.0,1,Hyundai Tournament of Champions
Ã?NGEL CABRERA,2014.0,69.0,303.7,64.98,0.205,70.675,1868559.0,0,
ÃÂNGEL CABRERA,2014.0,69.0,303.7,64.98,0.205,70.675,1868559.0,0,
AARON BADDELEY,2015.0,76.0,294.1,62.46,-0.223,71.218,439925.0,0,
ADAM HADWIN,2015.0,95.0,288.2,66.55,0.183,71.021,937611.0,0,
ADAM SCOTT,2015.0,51.0,311.6,69.62,0.206,70.456,1382365.0,0,
ALEX CEJKA,2015.0,94.0,283.3,65.7,-0.217,71.117,1227196.0,0,
ALEX PRUGH,2015.0,84.0,295.2,70.14,-0.004,71.089,636373.0,0,
ANDRES GONZALES,2015.0,90.0,294.5,66.67,-0.537,71.427,925335.0,0,
ANDRES ROMERO,2015.0,69.0,295.3,61.7,-0.374,71.427,617253.0,0,
ANDREW PUTNAM,2015.0,68.0,278.7,59.9,-0.905,72.278,282879.0,0,
ANDREW SVOBODA,2015.0,80.0,287.1,63.6,-1.067,72.119,418963.0,0,
BEN CRANE,2015.0,62.0,271.0,63.22,-0.558,71.975,203254.0,0,
BEN MARTIN,2015.0,93.0,288.1,68.7,0.28,70.95,2717305.0,1,Shriners Hospitals for Children Open
BILL HAAS,2015.0,89.0,290.7,68.8,0.46,70.672,3064024.0,1,Humana Challenge
BILL LUNDE,2015.0,50.0,287.7,68.72,-1.244,71.796,128788.0,0,
BILLY HORSCHEL,2015.0,99.0,295.0,69.33,0.446,71.05,1735751.0,0,
BILLY HURLEY III,2015.0,83.0,271.9,65.26,-0.112,71.043,591450.0,0,
BLAYNE BARBER,2015.0,76.0,288.6,66.44,0.015,71.127,768383.0,0,
BO VAN PELT,2015.0,81.0,289.5,66.88,-0.25,71.497,580611.0,0,
BOO WEEKLEY,2015.0,79.0,292.0,67.72,0.425,70.775,1689914.0,0,
BRANDT SNEDEKER,2015.0,98.0,288.4,64.97,0.607,70.158,3698056.0,1,AT&T Pebble Beach National Pro-Am
BRENDAN STEELE,2015.0,88.0,302.9,68.52,0.958,70.413,1759484.0,0,
BRENDON DE JONGE,2015.0,106.0,285.3,67.51,0.312,70.642,1594935.0,0,
BRENDON TODD,2015.0,96.0,276.4,65.47,0.83,70.533,1809192.0,0,
BRIAN DAVIS,2015.0,86.0,275.5,62.26,-0.512,71.656,656534.0,0,
BRIAN HARMAN,2015.0,90.0,287.9,66.67,0.413,70.647,1548352.0,0,
BRIAN STUARD,2015.0,97.0,276.5,63.2,-0.24,71.341,687109.0,0,
BRICE GARNETT,2015.0,81.0,287.1,68.28,-0.532,71.453,637789.0,0,
BROOKS KOEPKA,2015.0,84.0,308.2,69.48,1.081,69.861,3571900.0,1,Waste Management Phoenix Open
BRYCE MOLDER,2015.0,91.0,277.9,65.45,0.189,70.779,1165547.0,0,
BUBBA WATSON,2015.0,71.0,315.2,69.32,2.088,69.296,6876797.0,2,"WGC-HSBC Champions, Travelers Championship"
BYRON SMITH,2015.0,59.0,291.9,68.89,-0.873,71.801,153930.0,0,
CAMERON PERCY,2015.0,72.0,290.0,67.78,0.02,71.039,575943.0,0,
CAMERON TRINGALE,2015.0,96.0,281.8,64.58,0.369,70.92,1837164.0,0,
CAMILO VILLEGAS,2015.0,83.0,292.2,63.05,0.176,71.067,718497.0,0,
CARL PETTERSSON,2015.0,106.0,291.6,63.0,0.236,70.866,1186763.0,0,
CARLOS ORTIZ,2015.0,100.0,298.4,66.84,0.124,71.098,964137.0,0,
CHAD CAMPBELL,2015.0,97.0,285.2,68.61,0.437,70.604,1015707.0,0,
CHAD COLLINS,2015.0,79.0,278.4,66.1,0.214,70.681,747899.0,0,
CHARL SCHWARTZEL,2015.0,67.0,300.4,64.99,0.073,71.093,1209528.0,0,
CHARLES HOWELL III,2015.0,105.0,302.7,68.57,0.383,70.872,1257361.0,0,
CHARLEY HOFFMAN,2015.0,97.0,298.9,66.19,0.335,70.613,4041089.0,1,OHL Classic at Mayakoba
CHARLIE BELJAN,2015.0,76.0,309.8,65.51,-0.933,72.01,782546.0,0,
CHESSON HADLEY,2015.0,101.0,290.7,63.59,-0.357,71.798,1135529.0,0,
CHEZ REAVIE,2015.0,56.0,286.3,69.64,0.08,71.146,331623.0,0,
CHRIS KIRK,2015.0,76.0,285.8,64.54,0.414,70.959,2369326.0,1,Crowne Plaza Invitational at Colonial
CHRIS STROUD,2015.0,84.0,283.0,65.67,0.002,71.194,746814.0,0,
COLT KNOST,2015.0,90.0,276.6,67.44,0.196,70.698,1066553.0,0,
D.A. POINTS,2015.0,72.0,280.8,64.29,-0.451,71.701,390607.0,0,
DANIEL BERGER,2015.0,97.0,302.1,68.84,0.489,70.581,3028901.0,0,
DANIEL SUMMERHAYS,2015.0,101.0,284.0,65.62,0.541,70.397,1633957.0,0,
DANNY LEE,2015.0,120.0,283.1,65.69,0.729,70.398,3965933.0,1,Greenbrier Classic
DAVID HEARN,2015.0,97.0,280.6,67.98,0.356,70.843,1817043.0,0,
DAVID LINGMERTH,2015.0,90.0,289.5,64.94,0.405,70.8,2736378.0,1,Memorial Tournament
DAVID TOMS,2015.0,62.0,270.0,64.66,0.076,71.092,742470.0,0,
DAVIS LOVE III,2015.0,51.0,294.7,67.43,-0.377,71.289,1263596.0,1,Wyndham Championship
DEREK ERNST,2015.0,75.0,295.1,66.51,-0.531,71.453,320095.0,0,
DEREK FATHAUER,2015.0,81.0,288.8,61.33,-0.173,71.431,482023.0,0,
DUSTIN JOHNSON,2015.0,75.0,317.7,67.05,1.455,69.585,5509467.0,1,WGC-Cadillac Championship
ERIC AXLEY,2015.0,57.0,286.4,61.21,-0.952,71.977,170687.0,0,
ERIK COMPTON,2015.0,86.0,288.4,63.18,0.084,71.228,676602.0,0,
ERNIE ELS,2015.0,57.0,291.7,64.52,-0.6,71.83,453579.0,0,
FABIÃÂ¡N GÃÂ³MEZ,2015.0,83.0,283.2,63.52,-0.324,71.207,1651012.0,0,
FRANCESCO MOLINARI,2015.0,56.0,281.6,71.07,0.604,70.458,997389.0,0,
GARY WOODLAND,2015.0,81.0,305.5,66.74,0.198,70.982,2605083.0,0,
GEOFF OGILVY,2015.0,50.0,293.7,66.55,-0.432,71.559,653925.0,0,
GEORGE MCNEILL,2015.0,93.0,286.2,66.43,0.563,70.478,1331768.0,0,
GONZALO FERNANDEZ-CASTAÃÂ±O,2015.0,81.0,289.3,63.92,-0.646,71.5,312053.0,0,
GRAHAM DELAET,2015.0,65.0,298.7,69.15,0.287,70.72,988349.0,0,
GREG CHALMERS,2015.0,58.0,281.5,63.79,-0.605,71.363,291016.0,0,
GREG OWEN,2015.0,58.0,293.8,69.25,-0.226,71.512,1180794.0,0,
HARRIS ENGLISH,2015.0,105.0,298.4,67.05,0.777,70.235,1971687.0,0,
HEATH SLOCUM,2015.0,57.0,275.8,62.79,-1.564,72.362,122480.0,0,
HENRIK STENSON,2015.0,63.0,296.4,73.52,2.21,69.354,4755070.0,0,
HIDEKI MATSUYAMA,2015.0,95.0,294.5,69.2,1.464,69.94,3758619.0,0,
HUDSON SWAFFORD,2015.0,97.0,298.9,68.54,0.338,70.732,959391.0,0,
HUNTER MAHAN,2015.0,88.0,295.1,65.79,0.12,71.124,1617973.0,0,
IAN POULTER,2015.0,68.0,286.7,65.71,0.554,70.421,1690587.0,0,
J.B. HOLMES,2015.0,89.0,309.9,63.66,0.944,70.581,4037430.0,0,
J.J. HENRY,2015.0,94.0,292.3,69.88,-0.308,71.334,1046123.0,0,
JAMES HAHN,2015.0,94.0,295.1,66.13,0.355,70.896,2064783.0,1,Northern Trust Open
JAMIE DONALDSON,2015.0,50.0,294.9,63.83,0.341,71.102,938664.0,0,
JASON BOHN,2015.0,95.0,277.1,68.89,0.777,70.235,2337580.0,0,
JASON DAY,2015.0,75.0,313.7,70.83,2.106,69.161,9403330.0,5,"Farmers Insurance Open, RBC Canadian Open, PGA Championship, The Barclays, BMW Championship"
JASON DUFNER,2015.0,76.0,286.7,69.03,0.222,70.633,1007997.0,0,
JASON GORE,2015.0,76.0,290.4,67.52,0.089,71.273,1101246.0,0,
JASON KOKRAK,2015.0,88.0,305.6,67.3,0.293,70.654,1033489.0,0,
JEFF OVERTON,2015.0,94.0,284.8,65.7,0.091,70.836,561614.0,0,
JERRY KELLY,2015.0,79.0,277.2,65.96,0.436,70.383,1336607.0,0,
JHONATTAN VEGAS,2015.0,90.0,299.9,65.44,-0.267,71.326,446345.0,0,
JIM FURYK,2015.0,71.0,281.9,69.79,1.634,69.845,3732664.0,1,RBC Heritage
JIM HERMAN,2015.0,88.0,293.8,73.23,0.376,70.719,1212778.0,0,
JIM RENNER,2015.0,68.0,283.3,65.24,-1.449,72.431,90668.0,0,
JIMMY WALKER,2015.0,89.0,301.6,66.09,0.933,70.268,4521350.0,2,"Sony Open in Hawaii, Valero Texas Open"
JOHN HUH,2015.0,102.0,279.8,64.85,0.088,71.037,678556.0,0,
JOHN MERRICK,2015.0,78.0,285.0,67.64,-0.356,71.334,391513.0,0,
JOHN PETERSON,2015.0,84.0,288.1,68.32,0.251,70.735,779509.0,0,
JOHN SENDEN,2015.0,80.0,290.2,67.26,0.082,71.09,1422033.0,0,
JOHNSON WAGNER,2015.0,68.0,290.7,68.95,0.095,70.807,1131659.0,0,
JON CURRAN,2015.0,83.0,273.5,66.39,-0.088,70.849,1049549.0,0,
JONAS BLIXT,2015.0,78.0,287.6,62.71,-0.44,71.238,703664.0,0,
JONATHAN BYRD,2015.0,69.0,287.5,67.35,0.232,70.83,446732.0,0,
JONATHAN RANDOLPH,2015.0,72.0,287.2,64.37,-0.718,71.606,256066.0,0,
JORDAN SPIETH,2015.0,91.0,291.8,67.87,2.154,68.938,12030465.0,5,"Valspar Championship, Masters Tournament, U.S. Open, John Deere Classic, Tour Championship"
JUSTIN LEONARD,2015.0,61.0,271.6,62.57,-0.313,71.517,219175.0,0,
JUSTIN ROSE,2015.0,69.0,303.5,70.54,1.493,69.744,5462677.0,1,Zurich Classic of New Orleans
JUSTIN THOMAS,2015.0,106.0,303.2,68.92,0.968,70.105,2278564.0,0,
K.J. CHOI,2015.0,66.0,276.5,63.8,0.256,71.372,448864.0,0,
KEEGAN BRADLEY,2015.0,87.0,306.1,67.53,1.018,70.45,1565079.0,0,
KEN DUKE,2015.0,93.0,278.1,64.17,-0.378,71.306,817675.0,0,
KEVIN CHAPPELL,2015.0,86.0,293.5,66.02,0.37,70.672,1281552.0,0,
KEVIN KISNER,2015.0,104.0,287.8,66.24,0.628,70.344,3567939.0,0,
KEVIN NA,2015.0,98.0,280.1,64.56,0.944,70.121,2820766.0,0,
KEVIN STREELMAN,2015.0,95.0,289.5,68.99,0.133,71.282,1525774.0,0,
KYLE REIFERS,2015.0,96.0,288.0,67.03,0.136,70.854,1179228.0,0,
LEE WESTWOOD,2015.0,56.0,300.0,66.45,0.879,70.484,946628.0,0,
LOUIS OOSTHUIZEN,2015.0,68.0,298.8,68.28,0.605,70.16,3251174.0,0,
LUCAS GLOVER,2015.0,79.0,296.9,70.46,-0.181,71.291,515241.0,0,
LUKE DONALD,2015.0,71.0,277.0,65.57,0.584,70.555,1026643.0,0,
LUKE GUTHRIE,2015.0,84.0,283.9,63.75,-0.037,71.211,575150.0,0,
MARC LEISHMAN,2015.0,74.0,294.8,65.62,0.302,70.569,1762267.0,0,
MARK HUBBARD,2015.0,79.0,278.5,66.81,-0.383,71.227,293980.0,0,
MARK WILSON,2015.0,89.0,279.2,67.84,0.026,70.991,851845.0,0,
MARTIN FLORES,2015.0,95.0,296.8,68.32,0.038,70.919,449274.0,0,
MARTIN LAIRD,2015.0,77.0,300.5,66.31,0.306,70.772,1124988.0,0,
MATT EVERY,2015.0,73.0,286.6,58.1,-0.968,72.419,1521816.0,1,Arnold Palmer Invitational
MATT JONES,2015.0,89.0,296.0,64.05,0.664,70.812,1995553.0,0,
MATT KUCHAR,2015.0,97.0,288.5,66.55,1.133,70.04,2774170.0,0,
MAX HOMA,2015.0,78.0,294.2,62.99,-0.729,71.763,380339.0,0,
MICHAEL PUTNAM,2015.0,87.0,288.8,70.13,-0.153,71.156,557803.0,0,
MICHAEL THOMPSON,2015.0,83.0,289.3,65.43,-0.195,71.23,599835.0,0,
MORGAN HOFFMANN,2015.0,85.0,296.1,61.11,0.196,70.988,1111240.0,0,
NICHOLAS THOMPSON,2015.0,90.0,286.0,68.6,-0.712,71.396,667185.0,0,
NICK TAYLOR,2015.0,91.0,292.3,64.41,-0.377,71.716,1072360.0,1,Sanderson Farms Championship
NICK WATNEY,2015.0,91.0,294.0,67.34,0.258,70.68,1733873.0,0,
OSCAR FRAUSTRO,2015.0,58.0,289.5,63.17,-1.316,72.08,262475.0,0,
PADRAIG HARRINGTON,2015.0,60.0,290.5,61.02,-0.756,71.95,1330852.0,0,
PAT PEREZ,2015.0,96.0,284.6,67.88,0.586,70.666,1588664.0,0,
PATRICK REED,2015.0,103.0,292.9,64.42,0.859,70.292,3590566.0,1,Hyundai Tournament of Champions
PATRICK RODGERS,2015.0,57.0,307.7,66.77,0.129,70.619,,0,
PAUL CASEY,2015.0,87.0,297.8,72.36,1.216,69.806,3488311.0,0,
PHIL MICKELSON,2015.0,70.0,300.5,61.51,0.581,70.585,2154200.0,0,
RETIEF GOOSEN,2015.0,81.0,292.6,62.19,-0.338,71.667,921830.0,0,
RICKIE FOWLER,2015.0,76.0,296.8,65.81,1.088,70.23,5773430.0,2,"The Players Championship, Deutsche Bank Championship"
RICKY BARNES,2015.0,82.0,283.3,60.47,-0.396,71.647,614455.0,0,
ROBERT ALLENBY,2015.0,63.0,282.7,66.67,-0.97,72.102,271887.0,0,
ROBERT GARRIGUS,2015.0,70.0,301.7,63.97,-0.887,71.774,253699.0,0,
ROBERT STREB,2015.0,110.0,297.1,69.14,1.093,70.13,3947424.0,1,McGladrey Classic
ROBERTO CASTRO,2015.0,54.0,279.8,66.11,-0.12,71.334,179723.0,0,
ROGER SLOAN,2015.0,56.0,293.6,63.14,-1.605,72.533,133048.0,0,
RORY SABBATINI,2015.0,81.0,290.0,67.83,0.461,70.435,1525784.0,0,
RUSSELL HENLEY,2015.0,87.0,297.1,67.06,0.462,70.581,2110774.0,0,
RUSSELL KNOX,2015.0,96.0,284.4,70.83,0.806,70.421,1916666.0,0,
RYAN MOORE,2015.0,81.0,282.6,65.24,0.578,70.829,2642306.0,1,CIMB Classic
RYAN PALMER,2015.0,80.0,305.2,66.81,0.96,70.102,1974523.0,0,
RYO ISHIKAWA,2015.0,90.0,289.2,66.41,-0.051,71.246,851044.0,0,
SAM SAUNDERS,2015.0,83.0,293.2,65.23,-0.496,71.668,578571.0,0,
SANGMOON BAE,2015.0,98.0,289.8,62.93,0.059,71.036,2599632.0,0,
SCOTT BROWN,2015.0,97.0,288.2,65.18,0.185,70.797,1161750.0,0,
SCOTT LANGLEY,2015.0,94.0,280.5,64.67,0.126,71.032,638182.0,0,
SCOTT PIERCY,2015.0,90.0,296.7,66.73,0.329,70.688,2780027.0,1,Barbasol Championship
SCOTT PINCKNEY,2015.0,88.0,290.3,67.61,-0.131,71.103,1259389.0,0,
SCOTT STALLINGS,2015.0,60.0,291.8,65.0,-0.558,71.961,919619.0,0,
SEAN O'HAIR,2015.0,86.0,295.3,64.34,0.18,71.03,1662300.0,0,
SERGIO GARCIA,2015.0,59.0,300.0,67.56,1.045,69.958,2670229.0,0,
SEUNG-YUL NOH,2015.0,65.0,292.7,65.9,-0.154,71.465,711609.0,0,
SHAWN STEFANI,2015.0,94.0,296.3,68.79,0.497,70.421,1757803.0,0,
SPENCER LEVIN,2015.0,99.0,283.7,68.27,0.07,70.837,836698.0,0,
STEVE WHEATCROFT,2015.0,87.0,288.3,64.59,-0.038,71.072,973024.0,0,
STEVEN ALKER,2015.0,62.0,278.3,66.57,0.017,71.094,236862.0,0,
STEVEN BOWDITCH,2015.0,103.0,302.1,63.43,0.4,70.835,3075410.0,1,AT&T Byron Nelson
STEWART CINK,2015.0,77.0,293.6,72.94,0.468,70.774,694655.0,0,
SUNG JOON PARK,2015.0,79.0,283.7,64.72,-0.588,71.469,597103.0,0,
TIM WILKINSON,2015.0,73.0,279.1,62.44,-0.847,71.944,171654.0,0,
TOM HOGE,2015.0,83.0,292.2,66.03,0.415,70.812,690319.0,0,
TONY FINAU,2015.0,106.0,309.0,67.61,0.628,70.281,2095186.0,0,
TROY MERRITT,2015.0,91.0,285.2,63.37,-0.195,71.458,2092669.0,1,Quicken Loans National
TYRONE VAN ASWEGEN,2015.0,58.0,285.6,66.77,-0.58,71.684,168234.0,0,
VIJAY SINGH,2015.0,78.0,290.6,66.24,0.302,70.761,752462.0,0,
WEBB SIMPSON,2015.0,81.0,289.4,67.81,0.7,70.31,2046260.0,0,
WHEE KIM,2015.0,71.0,282.4,68.2,-0.013,71.097,755998.0,0,
WILLIAM MCGIRT,2015.0,103.0,280.4,67.85,0.455,70.647,1004696.0,0,
WILLY WILCOX,2015.0,58.0,296.6,72.53,1.186,69.804,1168302.0,0,
ZAC BLAIR,2015.0,108.0,273.1,65.54,0.171,70.714,1244676.0,0,
ZACH JOHNSON,2015.0,90.0,282.6,68.58,1.12,69.753,4801487.0,1,The Open Championship
Ã?NGEL CABRERA,2015.0,53.0,299.7,64.88,-0.604,71.734,381942.0,0,
ÃÂNGEL CABRERA,2015.0,53.0,299.7,64.88,-0.604,71.734,381942.0,0,
AARON BADDELEY,2016.0,93.0,291.7,63.11,0.234,70.888,1644915.0,1,Barbasol Championship
ABRAHAM ANCER,2016.0,51.0,276.4,61.81,-0.727,72.137,162811.0,0,
ADAM HADWIN,2016.0,93.0,290.1,66.07,0.526,70.719,1067809.0,0,
ADAM SCOTT,2016.0,79.0,304.6,70.76,1.894,69.47,6473090.0,2,"The Honda Classic, WGC-Cadillac Championship"
ALEX CEJKA,2016.0,71.0,281.5,67.99,0.642,70.675,1566308.0,0,
ANDRES GONZALES,2016.0,80.0,294.7,66.17,-0.462,71.681,579667.0,0,
ANDREW LANDRY,2016.0,53.0,294.7,64.63,-0.04,71.143,373980.0,0,
ANDREW LOUPE,2016.0,75.0,309.3,63.41,-0.115,71.423,1075276.0,0,
ANIRBAN LAHIRI,2016.0,72.0,291.7,62.88,0.068,71.139,835171.0,0,
BEN CRANE,2016.0,80.0,280.3,63.6,0.253,70.908,607892.0,0,
BEN MARTIN,2016.0,92.0,288.8,66.73,0.023,71.282,1205730.0,0,
BILL HAAS,2016.0,86.0,289.6,67.14,0.519,70.444,2390199.0,0,
BILLY HORSCHEL,2016.0,73.0,293.0,67.7,0.81,70.548,1744571.0,0,
BILLY HURLEY III,2016.0,66.0,277.7,62.71,0.348,70.846,1770400.0,1,Quicken Loans National
BLAYNE BARBER,2016.0,84.0,289.6,66.74,0.099,71.032,768585.0,0,
BOO WEEKLEY,2016.0,83.0,291.5,67.87,0.082,71.0,991660.0,0,
BRANDEN GRACE,2016.0,63.0,295.6,66.76,0.855,70.204,2878868.0,1,RBC Heritage
BRANDT SNEDEKER,2016.0,93.0,292.6,65.67,0.86,70.203,3960142.0,1,Farmers Insurance Open
BRENDAN STEELE,2016.0,88.0,302.2,68.72,0.275,70.855,1589266.0,0,
BRENDON DE JONGE,2016.0,83.0,287.5,65.64,-0.332,71.603,415583.0,0,
BRENDON TODD,2016.0,66.0,280.1,54.23,-1.593,72.728,75772.0,0,
BRETT STEGMAIER,2016.0,87.0,295.3,66.8,0.048,70.995,1086714.0,0,
BRIAN HARMAN,2016.0,104.0,289.7,64.85,0.26,70.996,1299801.0,0,
BRIAN STUARD,2016.0,66.0,277.7,63.3,-0.093,71.242,1666014.0,1,Zurich Classic of New Orleans
BRONSON BURGOON,2016.0,83.0,293.1,66.24,-0.202,71.132,557020.0,0,
BROOKS KOEPKA,2016.0,75.0,302.6,66.98,1.092,69.956,3322393.0,0,
BRYCE MOLDER,2016.0,80.0,280.2,61.32,0.54,70.901,1353385.0,0,
BUBBA WATSON,2016.0,72.0,310.6,69.16,0.992,70.333,3492842.0,1,Northern Trust Open
CAMERON SMITH,2016.0,73.0,286.3,62.72,-0.763,71.759,477843.0,0,
CAMERON TRINGALE,2016.0,81.0,285.1,65.66,-0.024,71.256,1064066.0,0,
CAMILO VILLEGAS,2016.0,83.0,287.0,62.1,-0.369,71.44,450056.0,0,
CARLOS ORTIZ,2016.0,79.0,298.9,64.44,-0.701,71.906,263466.0,0,
CHAD CAMPBELL,2016.0,90.0,287.9,68.15,0.565,70.566,1168073.0,0,
CHAD COLLINS,2016.0,73.0,279.3,62.4,-0.452,71.532,734548.0,0,
CHARL SCHWARTZEL,2016.0,73.0,296.7,68.73,1.043,70.004,2936027.0,1,Valspar Championship
CHARLES HOWELL III,2016.0,91.0,303.4,68.01,0.673,70.418,1974962.0,0,
CHARLEY HOFFMAN,2016.0,91.0,298.2,64.58,0.562,70.658,2350239.0,1,Valero Texas Open
CHESSON HADLEY,2016.0,81.0,296.5,65.26,-0.213,71.541,503993.0,0,
CHEZ REAVIE,2016.0,90.0,287.3,68.09,0.5,70.661,1086964.0,0,
CHRIS KIRK,2016.0,90.0,285.9,64.05,0.653,70.92,1762335.0,0,
CHRIS STROUD,2016.0,82.0,286.3,66.6,0.121,71.101,599176.0,0,
COLT KNOST,2016.0,90.0,269.7,65.25,0.324,70.785,1594587.0,0,
D.A. POINTS,2016.0,55.0,282.3,65.36,-0.406,71.655,305250.0,0,
D.H. LEE,2016.0,61.0,280.4,60.14,-1.778,73.415,174683.0,0,
DANIEL BERGER,2016.0,92.0,298.4,67.67,0.893,70.339,3290764.0,1,FedEx St. Jude Classic
DANIEL SUMMERHAYS,2016.0,99.0,288.0,63.02,0.236,70.771,2045968.0,0,
DANNY LEE,2016.0,93.0,286.6,63.95,0.302,71.118,1405722.0,0,
DAVID HEARN,2016.0,95.0,281.2,68.25,0.525,70.87,1211514.0,0,
DAVID LINGMERTH,2016.0,84.0,284.8,63.99,0.261,71.05,1863783.0,0,
DAVID TOMS,2016.0,62.0,269.7,65.5,0.38,70.872,774522.0,0,
DAWIE VAN DER WALT,2016.0,72.0,290.2,66.75,-0.274,71.376,301697.0,0,
DEREK ERNST,2016.0,59.0,294.6,66.18,-0.683,72.075,190736.0,0,
DEREK FATHAUER,2016.0,94.0,288.2,62.0,-0.399,71.073,898430.0,0,
DICKY PRIDE,2016.0,55.0,278.9,60.9,-0.83,72.102,101456.0,0,
DUSTIN JOHNSON,2016.0,87.0,313.6,67.82,1.993,69.172,9365185.0,3,"U.S. Open, WGC-Bridgestone Invitational, BMW Championship"
EMILIANO GRILLO,2016.0,93.0,294.3,68.52,0.479,70.637,3371705.0,1,Frys.com Open
ERIK COMPTON,2016.0,65.0,284.7,58.64,-0.698,71.884,247903.0,0,
ERNIE ELS,2016.0,66.0,292.8,61.2,-0.024,71.371,559024.0,0,
FABIÃÂ¡N GÃÂ³MEZ,2016.0,82.0,289.0,63.71,-0.037,71.346,2227040.0,0,
FRANCESCO MOLINARI,2016.0,64.0,286.7,64.93,0.562,70.436,1083155.0,0,
FREDDIE JACOBSON,2016.0,86.0,280.3,64.86,0.047,70.809,1354196.0,0,
GARY WOODLAND,2016.0,95.0,306.1,68.74,0.968,70.234,2392044.0,0,
GEOFF OGILVY,2016.0,63.0,291.9,63.65,-0.187,71.464,397595.0,0,
GEORGE MCNEILL,2016.0,51.0,284.5,64.16,-0.791,71.848,213895.0,0,
GRAEME MCDOWELL,2016.0,63.0,281.4,64.44,-0.178,70.899,2596170.0,1,OHL Classic at Mayakoba
GRAHAM DELAET,2016.0,70.0,297.9,68.35,0.072,71.074,908557.0,0,
GREG OWEN,2016.0,85.0,297.7,69.75,-0.415,71.677,484955.0,0,
HAROLD VARNER III,2016.0,92.0,302.0,66.24,0.101,71.045,1327320.0,0,
HARRIS ENGLISH,2016.0,97.0,299.2,64.83,0.574,70.463,2014283.0,0,
HENRIK NORLANDER,2016.0,71.0,288.1,68.24,0.066,71.157,290889.0,0,
HIDEKI MATSUYAMA,2016.0,76.0,294.5,68.11,1.29,70.034,4193954.0,1,Waste Management Phoenix Open
HIROSHI IWATA,2016.0,85.0,288.8,59.5,-0.621,71.693,634862.0,0,
HUDSON SWAFFORD,2016.0,104.0,306.9,68.8,0.302,70.875,1027314.0,0,
HUNTER MAHAN,2016.0,61.0,294.8,62.75,-0.773,72.105,230694.0,0,
J.B. HOLMES,2016.0,77.0,314.5,65.17,0.481,70.523,2969608.0,0,
J.J. HENRY,2016.0,68.0,287.3,67.51,-0.711,72.019,280674.0,0,
JAMES HAHN,2016.0,85.0,290.9,64.58,-0.244,71.245,2367521.0,1,Wells Fargo Championship
JAMIE LOVEMARK,2016.0,91.0,304.8,65.32,0.463,70.896,1940890.0,0,
JASON BOHN,2016.0,67.0,276.3,66.33,-0.22,71.126,1369705.0,0,
JASON DAY,2016.0,76.0,304.2,67.23,2.118,69.313,8045112.0,3,"Arnold Palmer Invitational, WGC-Dell Match Play, The Players Championship"
JASON DUFNER,2016.0,105.0,293.2,70.15,0.488,70.212,2879884.0,1,CareerBuilder Challenge
JASON GORE,2016.0,78.0,289.2,66.52,-0.532,71.627,416654.0,0,
JASON KOKRAK,2016.0,89.0,307.4,68.66,0.56,70.57,1934250.0,0,
JEFF OVERTON,2016.0,69.0,285.0,63.85,-0.492,71.466,410246.0,0,
JERRY KELLY,2016.0,76.0,278.2,66.67,0.167,70.937,1328657.0,0,
JHONATTAN VEGAS,2016.0,97.0,304.4,69.71,0.604,70.903,2478980.0,1,RBC Canadian Open
JIM FURYK,2016.0,52.0,280.8,68.27,0.53,70.13,1538204.0,0,
JIM HERMAN,2016.0,93.0,291.1,65.65,-0.18,71.206,2091274.0,1,Shell Houston Open
JIMMY WALKER,2016.0,85.0,301.3,63.96,0.892,70.393,4148546.0,1,PGA Championship
JOHN HUH,2016.0,86.0,284.7,66.21,-0.05,71.104,1007219.0,0,
JOHN SENDEN,2016.0,88.0,289.7,68.86,0.51,70.717,989841.0,0,
JOHNSON WAGNER,2016.0,86.0,289.4,69.38,0.368,70.781,1083787.0,0,
JON CURRAN,2016.0,99.0,271.9,63.02,0.053,71.145,1902481.0,0,
JONAS BLIXT,2016.0,79.0,290.3,60.96,-0.101,71.19,1115322.0,0,
JORDAN SPIETH,2016.0,80.0,295.4,63.52,1.569,69.52,5538470.0,2,"Hyundai Tournament of Champions, Dean & DeLuca Invitational"
JUSTIN ROSE,2016.0,65.0,303.9,67.92,1.128,70.148,2085365.0,0,
JUSTIN THOMAS,2016.0,99.0,301.3,65.63,0.32,70.571,4126366.0,1,CIMB Classic
K.J. CHOI,2016.0,73.0,275.3,65.37,0.178,71.093,1328448.0,0,
KEEGAN BRADLEY,2016.0,82.0,300.0,69.58,0.298,70.741,899985.0,0,
KELLY KRAFT,2016.0,63.0,289.8,67.42,0.039,71.333,403437.0,0,
